2005-207T16:52:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1   0
2005-208T13:37:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1  90  
2005-213T00:30:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1  12  
2005-213T02:34:50 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1  12  
2005-214T20:36:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 236  
2005-215T09:50:10 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1 236  
2005-215T09:51:20 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1 135  
2005-215T10:21:50 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 135  
2005-215T11:00:28 11111  5  4  5  2  1 166   3   2 1 1 2 1 2 4 1 135  
2005-215T11:01:28 11111  5  4  5  2  1   3   3   2 1 1 2 1 2 4 1 135  
2005-215T11:06:28 11111  5  4  5  2  1   3   0   2 1 1 2 1 2 4 1 135  
2005-215T13:51:00 11111  5  4  5  2  1   3   0  44 1 1 2 1 2 4 1 135  
2005-215T13:53:00 11111  5  4  5  2  1 166   0  44 1 1 2 1 2 4 1 135  
2005-215T13:58:00 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 135  
2005-215T14:53:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 236  
2005-215T15:21:50 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 204  
2005-216T13:20:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 181  
2005-216T17:20:10 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1 181  
2005-216T17:21:20 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1 135  
2005-216T17:51:50 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 135  
2005-216T18:30:28 11111  5  4  5  2  1 166   3   2 1 1 2 1 2 4 1 135  
2005-216T18:31:28 11111  5  4  5  2  1   3   3   2 1 1 2 1 2 4 1 135  
2005-216T18:36:28 11111  5  4  5  2  1   3   0   2 1 1 2 1 2 4 1 135  
2005-216T21:21:00 11111  5  4  5  2  1   3   0  44 1 1 2 1 2 4 1 135  
2005-216T21:23:00 11111  5  4  5  2  1 166   0  44 1 1 2 1 2 4 1 135  
2005-216T21:28:00 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 135  
2005-216T22:23:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 181  
2005-217T02:59:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 270  
2005-217T12:07:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 178  
2005-218T12:25:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1  90  
2005-222T11:21:10 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1  90  
2005-222T11:22:20 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1 135  
2005-222T11:52:50 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 135  
2005-222T12:31:28 11111  5  4  5  2  1 166   3   2 1 1 2 1 2 4 1 135  
2005-222T12:32:28 11111  5  4  5  2  1   3   3   2 1 1 2 1 2 4 1 135  
2005-222T12:37:28 11111  5  4  5  2  1   3   0   2 1 1 2 1 2 4 1 135  
2005-222T15:22:00 11111  5  4  5  2  1   3   0  44 1 1 2 1 2 4 1 135  
2005-222T15:24:00 11111  5  4  5  2  1 166   0  44 1 1 2 1 2 4 1 135  
2005-222T15:29:00 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 135  
2005-222T16:24:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1  90  
2005-223T16:52:10 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1  90  
2005-223T16:53:20 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1 135  
2005-223T17:23:50 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 135  
2005-223T18:02:28 11111  5  4  5  2  1 166   3   2 1 1 2 1 2 4 1 135  
2005-223T18:03:28 11111  5  4  5  2  1   3   3   2 1 1 2 1 2 4 1 135  
2005-223T18:08:28 11111  5  4  5  2  1   3   0   2 1 1 2 1 2 4 1 135  
2005-223T20:53:00 11111  5  4  5  2  1   3   0  44 1 1 2 1 2 4 1 135  
2005-223T20:55:00 11111  5  4  5  2  1 166   0  44 1 1 2 1 2 4 1 135  
2005-223T21:00:00 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 135  
2005-223T22:10:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1  90  
2005-224T01:00:20 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1  90  
2005-224T01:00:25 00000  5  4  5  2  1 166   0  44 0 1 2 1 2 4 1  90  
2005-224T01:02:25 00000  5  4  5  2  1 166   0   0 0 1 2 1 2 4 1  90  
2005-224T01:04:25 00000  5  4  5  2  1   0   0   0 0 1 2 1 2 4 1  90  
2005-224T01:08:30 00000  5  4  5  2  1   0   0   0 0 1 2 1 2 4 1 135  
2005-224T11:32:40 00000  5  4  5  2  1   0   0   0 0 1 2 1 2 4 1  90  
2005-224T11:48:45 00000  5  4  5  2  1   0   3   0 0 1 2 1 2 4 1  90  
2005-224T11:50:45 00000  5  4  5  2  1   0   3  44 0 1 2 1 2 4 1  90  
2005-224T11:52:45 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1  90  
2005-224T11:56:45 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1  90  
2005-228T08:00:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1  13  
2005-230T04:30:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1  90  
2005-230T09:00:10 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1  90  
2005-230T09:01:20 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1 135  
2005-230T09:31:50 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 135  
2005-230T10:10:28 11111  5  4  5  2  1 166   3   2 1 1 2 1 2 4 1 135  
2005-230T10:11:28 11111  5  4  5  2  1   3   3   2 1 1 2 1 2 4 1 135  
2005-230T10:16:28 11111  5  4  5  2  1   3   0   2 1 1 2 1 2 4 1 135  
2005-230T13:01:00 11111  5  4  5  2  1   3   0  44 1 1 2 1 2 4 1 135  
2005-230T13:03:00 11111  5  4  5  2  1 166   0  44 1 1 2 1 2 4 1 135  
2005-230T13:08:00 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 135  
2005-230T14:03:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1  90  
2005-231T04:00:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1  10  
2005-231T09:00:10 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1  10  
2005-231T09:01:20 00000  5  4  5  2  1 166   3  44 0 1 2 1 2 4 1 135  
2005-231T09:31:50 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 135  
2005-231T10:10:28 11111  5  4  5  2  1 166   3   2 1 1 2 1 2 4 1 135  
2005-231T10:11:28 11111  5  4  5  2  1   3   3   2 1 1 2 1 2 4 1 135  
2005-231T10:16:28 11111  5  4  5  2  1   3   0   2 1 1 2 1 2 4 1 135  
2005-231T13:01:00 11111  5  4  5  2  1   3   0  44 1 1 2 1 2 4 1 135  
2005-231T13:03:00 11111  5  4  5  2  1 166   0  44 1 1 2 1 2 4 1 135  
2005-231T13:08:00 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 135  
2005-231T14:03:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1  10  
2005-232T10:00:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 167  
2005-232T14:37:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1 250  
2005-233T10:45:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1  35  
2005-233T22:05:10 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1  39  
