  0.00     -0.35 
  0.02     -0.17 
  0.04      0.00 
  0.06     -0.35 
  0.08      0.00 
  0.10      0.52 
  0.12      0.00 
  0.14      2.97 
  0.16      0.35 
  0.18      0.70 
  0.20      0.52 
  0.22      0.70 
  0.24      0.70 
  0.26      0.35 
  0.28      0.87 
  0.30      0.52 
  0.32      0.52 
  0.34      0.87 
  0.36      0.70 
  0.38      1.05 
  0.40      0.87 
  0.42      0.35 
  0.44      0.35 
  0.46      0.52 
  0.48      0.52 
  0.50      0.17 
  0.52      0.35 
  0.54      0.17 
  0.56      0.52 
  0.58      0.52 
  0.60      0.87 
  0.62      0.35 
  0.64      0.87 
  0.66      1.05 
  0.68      0.52 
  0.70      0.35 
  0.72      0.35 
  0.74      1.05 
  0.76      0.17 
  0.78      0.87 
  0.80      0.52 
  0.82      0.52 
  0.84      0.70 
  0.86      0.70 
  0.88      1.05 
  0.90      0.70 
  0.92      1.05 
  0.94      0.70 
  0.96      0.52 
  0.98      0.35 
  1.00      0.87 
  1.02      0.17 
  1.04      1.05 
  1.06      1.05 
  1.08      0.87 
  1.10      0.52 
  1.12      0.70 
  1.14      1.05 
  1.16      0.70 
  1.18      0.87 
  1.20      0.52 
  1.22      0.00 
  1.24      0.70 
  1.26      0.35 
  1.28      0.70 
  1.30      0.52 
  1.32      0.52 
  1.34      0.70 
  1.36      0.87 
  1.38      0.70 
  1.40      0.70 
  1.42      0.17 
  1.44      0.87 
  1.46      0.70 
  1.48      1.05 
  1.50      0.87 
  1.52      0.35 
  1.54      0.52 
  1.56      0.52 
  1.58      0.70 
  1.60      0.52 
  1.62      0.52 
  1.64      0.52 
  1.66      0.52 
  1.68      1.22 
  1.70      0.87 
  1.72      0.52 
  1.74      0.70 
  1.76      0.52 
  1.78      0.87 
  1.80      1.05 
  1.82      0.70 
  1.84      1.22 
  1.86      0.17 
  1.88      0.87 
  1.90      0.87 
  1.92      0.52 
  1.94      0.70 
  1.96      0.52 
  1.98      1.40 
  2.00      0.87 
  2.02      0.70 
  2.04      1.05 
  2.06      0.70 
  2.08      1.05 
  2.10      1.05 
  2.12      0.52 
  2.14      0.52 
  2.16      1.05 
  2.18      0.52 
  2.20      0.87 
  2.22      0.52 
  2.24      1.22 
  2.26      0.70 
  2.28      1.05 
  2.30      1.05 
  2.32      0.52 
  2.34      0.70 
  2.36      0.87 
  2.38      0.70 
  2.40      1.05 
  2.42      0.17 
  2.44      1.05 
  2.46      0.52 
  2.48      1.05 
  2.50      1.05 
  2.52      0.70 
  2.54      1.05 
  2.56      1.40 
  2.58      1.22 
  2.60      1.22 
  2.62      0.35 
  2.64      1.22 
  2.66      1.05 
  2.68      1.57 
  2.70      0.70 
  2.72      1.40 
  2.74      1.05 
  2.76      0.70 
  2.78      0.87 
  2.80      1.05 
  2.82      0.87 
  2.84      1.22 
  2.86      0.87 
  2.88      1.05 
  2.90      1.40 
  2.92      0.87 
  2.94      1.40 
  2.96      0.70 
  2.98      1.22 
  3.00      1.22 
  3.02      1.22 
  3.04      0.70 
  3.06      0.87 
  3.08      1.22 
  3.10      1.05 
  3.12      0.70 
  3.14      1.40 
  3.16      1.22 
  3.18      1.57 
  3.20      0.70 
  3.22      0.70 
  3.24      1.40 
  3.26      1.22 
  3.28      1.40 
  3.30      1.05 
  3.32      1.05 
  3.34      1.05 
  3.36      0.87 
  3.38      1.05 
  3.40      1.75 
  3.42      0.87 
