  0.00     -0.35 
  0.02     -0.17 
  0.04      0.00 
  0.06      0.00 
  0.08      0.17 
  0.10      0.35 
  0.12      0.35 
  0.14      2.62 
  0.16      0.35 
  0.18      0.52 
  0.20      0.52 
  0.22      0.70 
  0.24      0.52 
  0.26      0.17 
  0.28      1.22 
  0.30      0.70 
  0.32      0.52 
  0.34      1.05 
  0.36      0.35 
  0.38      1.05 
  0.40      0.52 
  0.42      0.70 
  0.44      0.70 
  0.46      0.87 
  0.48      1.57 
  0.50      1.40 
  0.52      0.70 
  0.54      1.40 
  0.56      1.40 
  0.58      0.87 
  0.60      0.52 
  0.62      0.52 
  0.64      0.52 
  0.66      0.87 
  0.68      0.52 
  0.70      0.52 
  0.72      0.35 
  0.74      1.22 
  0.76      0.52 
  0.78      1.22 
  0.80      1.05 
  0.82      0.87 
  0.84      0.87 
  0.86      0.52 
  0.88      0.87 
  0.90      1.22 
  0.92      0.87 
  0.94      1.05 
  0.96      0.70 
  0.98      0.87 
  1.00      0.87 
  1.02      0.70 
  1.04      1.05 
  1.06      0.52 
  1.08      0.70 
  1.10      0.70 
  1.12      0.52 
  1.14      1.05 
  1.16      0.70 
  1.18      1.05 
  1.20      1.05 
  1.22      0.87 
  1.24      1.22 
  1.26      0.70 
  1.28      1.40 
  1.30      1.40 
  1.32      1.05 
  1.34      1.22 
  1.36      0.70 
  1.38      0.70 
  1.40      1.40 
  1.42      0.87 
  1.44      1.22 
  1.46      1.22 
  1.48      1.75 
  1.50      1.05 
  1.52      1.05 
  1.54      1.22 
  1.56      1.05 
  1.58      1.05 
  1.60      1.22 
  1.62      1.40 
  1.64      1.22 
  1.66      1.57 
  1.68      1.22 
  1.70      0.70 
  1.72      0.52 
  1.74      0.87 
  1.76      0.87 
  1.78      1.05 
  1.80      1.40 
  1.82      0.70 
  1.84      1.57 
  1.86      1.40 
  1.88      1.05 
  1.90      1.05 
  1.92      0.52 
  1.94      1.40 
  1.96      0.70 
  1.98      1.40 
  2.00      1.05 
  2.02      0.87 
  2.04      1.40 
  2.06      0.87 
  2.08      1.05 
  2.10      1.22 
  2.12      1.40 
  2.14      1.40 
  2.16      0.87 
  2.18      1.40 
  2.20      1.05 
  2.22      0.87 
  2.24      1.40 
  2.26      0.87 
  2.28      1.75 
  2.30      1.57 
  2.32      1.57 
  2.34      1.57 
  2.36      1.22 
  2.38      1.40 
  2.40      1.75 
  2.42      1.22 
  2.44      1.57 
  2.46      1.22 
  2.48      1.75 
  2.50      1.22 
  2.52      1.05 
  2.54      1.40 
  2.56      1.40 
  2.58      1.22 
  2.60      1.22 
  2.62      0.87 
  2.64      1.75 
  2.66      1.40 
  2.68      2.10 
  2.70      1.05 
  2.72      1.22 
  2.74      1.57 
  2.76      1.22 
  2.78      1.40 
  2.80      1.57 
  2.82      1.22 
  2.84      1.57 
  2.86      1.92 
  2.88      2.27 
  2.90      1.92 
  2.92      0.70 
  2.94      1.75 
  2.96      1.75 
  2.98      2.27 
  3.00      0.87 
  3.02      1.92 
  3.04      2.10 
  3.06      1.05 
  3.08      1.57 
  3.10      1.75 
  3.12      1.40 
  3.14      1.92 
  3.16      1.40 
  3.18      1.22 
  3.20      0.87 
  3.22      1.22 
  3.24      1.22 
  3.26      1.40 
  3.28      1.92 
  3.30      2.10 
  3.32      1.40 
  3.34      1.40 
  3.36      1.75 
  3.38      1.57 
  3.40      1.40 
  3.42      1.22 
