  0.00      0.17 
  0.02     -0.52 
  0.04      0.00 
  0.06      0.00 
  0.08      0.00 
  0.10      0.87 
  0.12      0.17 
  0.14      2.79 
  0.16      0.00 
  0.18      0.52 
  0.20      0.70 
  0.22      0.70 
  0.24      0.87 
  0.26      0.52 
  0.28      1.05 
  0.30      0.00 
  0.32      0.17 
  0.34      0.17 
  0.36      0.52 
  0.38      0.70 
  0.40      0.70 
  0.42      0.35 
  0.44      0.87 
  0.46      0.52 
  0.48      1.22 
  0.50      0.87 
  0.52      0.35 
  0.54      0.70 
  0.56      0.35 
  0.58      0.35 
  0.60      0.52 
  0.62      1.05 
  0.64      1.40 
  0.66      0.87 
  0.68      0.70 
  0.70      0.52 
  0.72      0.35 
  0.74      0.70 
  0.76      0.70 
  0.78      0.35 
  0.80      0.35 
  0.82      0.87 
  0.84      0.70 
  0.86      0.70 
  0.88      2.27 
  0.90      1.22 
  0.92      0.87 
  0.94      0.70 
  0.96      1.05 
  0.98      1.22 
  1.00      1.22 
  1.02      0.35 
  1.04      1.05 
  1.06      0.70 
  1.08      0.87 
  1.10      0.87 
  1.12      0.87 
  1.14      0.70 
  1.16      0.87 
  1.18      1.05 
  1.20      1.05 
  1.22      0.52 
  1.24      1.05 
  1.26      0.52 
  1.28      0.87 
  1.30      1.57 
  1.32      1.22 
  1.34      1.05 
  1.36      0.87 
  1.38      1.05 
  1.40      0.70 
  1.42      0.87 
  1.44      1.05 
  1.46      0.17 
  1.48      0.70 
  1.50      1.05 
  1.52      0.52 
  1.54      1.57 
  1.56      1.22 
  1.58      1.57 
  1.60      1.57 
  1.62      0.70 
  1.64      1.40 
  1.66      0.52 
  1.68      1.22 
  1.70      0.87 
  1.72      1.40 
  1.74      1.40 
  1.76      0.87 
  1.78      1.05 
  1.80      1.40 
  1.82      1.22 
  1.84      1.57 
  1.86      1.40 
  1.88      2.10 
  1.90      1.92 
  1.92      1.75 
  1.94      2.62 
  1.96      2.10 
  1.98      1.92 
  2.00      1.40 
  2.02      1.57 
  2.04      1.75 
  2.06      2.10 
  2.08      1.40 
  2.10      1.75 
  2.12      1.75 
  2.14      2.10 
  2.16      1.92 
  2.18      1.75 
  2.20      1.40 
  2.22      1.22 
  2.24      1.57 
  2.26      1.75 
  2.28      1.22 
  2.30      1.75 
  2.32      1.57 
  2.34      2.10 
  2.36      1.75 
  2.38      2.27 
  2.40      1.22 
  2.42      1.57 
  2.44      1.22 
  2.46      1.57 
  2.48      1.22 
  2.50      1.22 
  2.52      0.70 
  2.54      1.40 
  2.56      2.10 
  2.58      2.27 
  2.60      1.40 
  2.62      1.05 
  2.64      1.57 
  2.66      1.40 
  2.68      1.92 
  2.70      2.45 
  2.72      2.27 
  2.74      2.10 
  2.76      1.40 
  2.78      2.45 
  2.80      1.92 
  2.82      1.75 
  2.84      2.27 
  2.86      1.40 
  2.88      2.27 
  2.90      2.10 
  2.92      1.57 
  2.94      1.92 
  2.96      1.57 
  2.98      2.62 
  3.00      2.10 
  3.02      1.75 
  3.04      1.92 
  3.06      1.75 
  3.08      1.75 
  3.10      2.27 
  3.12      2.27 
  3.14      2.62 
  3.16      2.10 
  3.18      1.75 
  3.20      1.75 
  3.22      1.75 
  3.24      1.75 
  3.26      1.22 
  3.28      2.10 
  3.30      2.10 
  3.32      1.92 
  3.34      1.75 
  3.36      1.75 
  3.38      1.75 
  3.40      1.92 
  3.42      1.92 
  3.44      2.45 
  3.46      2.27 
  3.48      2.45 
  3.50      2.62 
  3.52      2.45 
  3.54      2.45 
  3.56      2.27 
  3.58      1.92 
  3.60      1.75 
  3.62      1.75 
  3.64      2.45 
  3.66      2.27 
  3.68      2.45 
  3.70      2.45 
  3.72      2.27 
  3.74      2.10 
  3.76      1.92 
  3.78      1.92 
  3.80      2.10 
  3.82      2.10 
  3.84      2.62 
  3.86      2.10 
  3.88      2.45 
  3.90      2.10 
  3.92      2.27 
  3.94      1.92 
  3.96      2.62 
  3.98      2.62 
  4.00      2.45 
  4.02      1.57 
  4.04      2.10 
  4.06      1.92 
  4.08      2.45 
  4.10      1.92 
  4.12      2.10 
  4.14      1.75 
  4.16      2.62 
  4.18      1.75 
  4.20      1.92 
  4.22      2.10 
  4.24      2.79 
  4.26      2.45 
  4.28      2.62 
  4.30      2.79 
  4.32      2.10 
  4.34      2.27 
  4.36      2.62 
  4.38      2.27 
  4.40      2.27 
  4.42      1.40 
  4.44      2.79 
  4.46      1.75 
  4.48      2.27 
  4.50      1.92 
  4.52      2.10 
  4.54      2.62 
  4.56      2.10 
  4.58      2.10 
  4.60      2.27 
  4.62      1.40 
  4.64      2.27 
  4.66      1.75 
  4.68      2.45 
  4.70      2.10 
  4.72      2.27 
  4.74      2.27 
  4.76      1.92 
  4.78      2.10 
  4.80      2.10 
  4.82      2.10 
  4.84      2.79 
  4.86      2.27 
  4.88      2.79 
  4.90      2.10 
  4.92      2.27 
  4.94      2.62 
  4.96      2.27 
  4.98      1.92 
  5.00      2.10 
  5.02      1.75 
  5.04      1.57 
  5.06      1.92 
  5.08      1.75 
  5.10      1.75 
  5.12      1.75 
  5.14      2.10 
  5.16      1.57 
  5.18      2.27 
  5.20      2.10 
  5.22      2.27 
  5.24      2.27 
  5.26      2.45 
  5.28      1.92 
  5.30      2.27 
  5.32      1.92 
  5.34      2.97 
  5.36      1.92 
  5.38      2.62 
  5.40      1.92 
  5.42      1.05 
  5.44      1.75 
  5.46      1.75 
  5.48      2.10 
  5.50      1.75 
  5.52      1.40 
  5.54      2.10 
  5.56      1.92 
  5.58      2.27 
  5.60      1.75 
  5.62      1.05 
  5.64      1.75 
