  0.00     -0.35 
  0.02      0.00 
  0.04      0.17 
  0.06     -0.17 
  0.08      0.35 
  0.10      0.70 
  0.12      0.70 
  0.14      2.97 
  0.16      0.00 
  0.18      0.52 
  0.20      0.52 
  0.22      0.52 
  0.24      1.05 
  0.26      0.35 
  0.28      0.87 
  0.30      0.52 
  0.32      0.52 
  0.34      0.70 
  0.36      0.52 
  0.38      1.05 
  0.40      0.35 
  0.42     -0.17 
  0.44      0.17 
  0.46      0.52 
  0.48      0.70 
  0.50      0.52 
  0.52      0.35 
  0.54      0.35 
  0.56      0.52 
  0.58      0.87 
  0.60      0.70 
  0.62      0.52 
  0.64      0.87 
  0.66      0.70 
  0.68      0.70 
  0.70      0.70 
  0.72      0.52 
  0.74      0.87 
  0.76      0.35 
  0.78      0.87 
  0.80      0.70 
  0.82      0.52 
  0.84      0.70 
  0.86      0.70 
  0.88      0.87 
  0.90      0.35 
  0.92      0.52 
  0.94      0.35 
  0.96      0.35 
  0.98      0.87 
  1.00      0.87 
  1.02      0.52 
  1.04      0.70 
  1.06      0.87 
  1.08      0.52 
  1.10      0.87 
  1.12      0.52 
  1.14      0.87 
  1.16      0.35 
  1.18      0.70 
  1.20      1.05 
  1.22      0.52 
  1.24      1.05 
  1.26      0.52 
  1.28      0.87 
  1.30      0.87 
  1.32      0.52 
  1.34      1.05 
  1.36      0.52 
  1.38      0.70 
  1.40      1.05 
  1.42      0.52 
  1.44      1.22 
  1.46      0.70 
  1.48      1.22 
  1.50      1.05 
  1.52      1.05 
  1.54      0.70 
  1.56      0.87 
  1.58      1.22 
  1.60      1.22 
  1.62      1.05 
  1.64      1.22 
  1.66      1.22 
  1.68      1.22 
  1.70      0.87 
  1.72      0.70 
  1.74      1.22 
  1.76      0.70 
  1.78      1.40 
  1.80      1.22 
  1.82      0.70 
  1.84      1.05 
  1.86      0.87 
  1.88      1.22 
  1.90      1.22 
  1.92      1.05 
  1.94      1.22 
  1.96      1.22 
  1.98      1.57 
  2.00      0.87 
  2.02      0.87 
  2.04      1.40 
  2.06      1.22 
  2.08      1.57 
  2.10      1.05 
  2.12      1.05 
  2.14      1.05 
  2.16      1.40 
  2.18      1.05 
  2.20      1.05 
  2.22      0.87 
  2.24      1.75 
  2.26      1.40 
  2.28      2.10 
  2.30      1.40 
  2.32      1.05 
  2.34      1.22 
  2.36      1.22 
  2.38      1.22 
  2.40      1.40 
  2.42      1.40 
  2.44      1.92 
  2.46      1.40 
  2.48      2.10 
  2.50      1.40 
  2.52      1.22 
  2.54      1.92 
  2.56      1.22 
  2.58      1.57 
  2.60      1.22 
  2.62      1.75 
  2.64      0.87 
  2.66      1.40 
  2.68      1.40 
  2.70      1.57 
  2.72      0.87 
  2.74      1.92 
  2.76      1.40 
  2.78      1.92 
  2.80      1.57 
  2.82      2.10 
  2.84      1.92 
  2.86      1.75 
  2.88      1.57 
  2.90      1.75 
  2.92      1.22 
  2.94      2.10 
  2.96      1.22 
  2.98      2.27 
  3.00      1.92 
  3.02      1.92 
  3.04      2.10 
  3.06      1.92 
  3.08      1.92 
  3.10      1.92 
  3.12      1.57 
  3.14      2.45 
  3.16      2.10 
  3.18      2.27 
  3.20      2.10 
  3.22      2.10 
  3.24      1.75 
  3.26      2.27 
  3.28      1.57 
  3.30      1.92 
  3.32      1.92 
  3.34      2.10 
  3.36      2.10 
  3.38      2.62 
  3.40      2.10 
  3.42      1.92 
  3.44      2.45 
  3.46      2.27 
  3.48      2.62 
  3.50      2.45 
  3.52      1.92 
  3.54      2.97 
  3.56      1.92 
  3.58      2.62 
  3.60      1.92 
  3.62      2.45 
  3.64      2.45 
  3.66      2.45 
  3.68      2.62 
  3.70      2.62 
  3.72      2.45 
  3.74      2.97 
  3.76      2.97 
  3.78      2.97 
  3.80      2.45 
  3.82      2.79 
  3.84      2.27 
  3.86      2.45 
  3.88      2.10 
  3.90      2.62 
  3.92      2.62 
  3.94      2.97 
  3.96      2.45 
  3.98      2.79 
  4.00      2.97 
  4.02      2.79 
  4.04      2.27 
  4.06      2.79 
  4.08      2.45 
  4.10      2.79 
  4.12      2.27 
  4.14      3.32 
  4.16      2.62 
  4.18      2.62 
  4.20      2.62 
  4.22      3.14 
  4.24      3.14 
  4.26      3.14 
  4.28      2.45 
  4.30      2.79 
  4.32      2.27 
  4.34      2.97 
  4.36      2.62 
  4.38      2.97 
  4.40      3.14 
  4.42      3.32 
  4.44      3.32 
  4.46      3.49 
  4.48      2.97 
