2005-182T08:22:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 178
2005-182T13:50:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1  90  
2005-183T00:50:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 176  
2005-183T15:20:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1  90  
2005-189T18:37:10 00000  5  4  5  2  1 166   3  44 0 1 1 1 2 4 1  90  
2005-189T18:38:20 00000  5  4  5  2  1 166   3  44 0 1 1 1 2 4 1 135  
2005-189T19:08:50 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 135  
2005-189T19:47:28 11111  5  4  5  2  1 166   3   2 1 1 1 1 2 4 1 135  
2005-189T19:48:28 11111  5  4  5  2  1   3   3   2 1 1 1 1 2 4 1 135  
2005-189T19:53:28 11111  5  4  5  2  1   3   0   2 1 1 1 1 2 4 1 135  
2005-189T22:38:00 11111  5  4  5  2  1   3   0  44 1 1 1 1 2 4 1 135  
2005-189T22:40:00 11111  5  4  5  2  1 166   0  44 1 1 1 1 2 4 1 135  
2005-189T22:45:00 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 135  
2005-189T23:55:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1  90  
2005-190T18:37:10 00000  5  4  5  2  1 166   3  44 0 1 1 1 2 4 1  90  
2005-190T18:38:20 00000  5  4  5  2  1 166   3  44 0 1 1 1 2 4 1 135  
2005-190T19:08:50 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 135  
2005-190T19:47:28 11111  5  4  5  2  1 166   3   2 1 1 1 1 2 4 1 135  
2005-190T19:48:28 11111  5  4  5  2  1   3   3   2 1 1 1 1 2 4 1 135  
2005-190T19:53:28 11111  5  4  5  2  1   3   0   2 1 1 1 1 2 4 1 135  
2005-190T22:38:00 11111  5  4  5  2  1   3   0  44 1 1 1 1 2 4 1 135  
2005-190T22:40:00 11111  5  4  5  2  1 166   0  44 1 1 1 1 2 4 1 135  
2005-190T22:45:00 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 135  
2005-190T23:55:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1  90  
2005-195T19:35:30 11111  5  4  5  2  1 166   3  44 1 1 2 1 2 4 1  90  
2005-195T19:36:05 11111  6  5  6  3  2 166   3  44 1 1 2 1 2 4 1  90  
2005-195T19:37:05 11111  6  5  6  3  2 166   3  44 1 1 2 1 2 4 1  36  
2005-195T19:45:57 11111  6  5  6  3  2 166   3  44 1 1 2 1 2 8 1  36  
2005-195T19:46:02 11111  6  5  6  3  2 166   3  44 1 1 2 4 2 8 1  36  
2005-195T19:46:07 11111  6  5  6  3  2 166   3  44 1 1 4 4 2 8 1  36  
2005-195T19:46:12 11111  6  5  6  3  2 166   3  44 1 1 4 4 4 8 1  36  
2005-195T19:46:17 11111  6  5  6  3  2 166   3  44 1 1 4 4 4 8 8  36  
2005-195T19:46:42 11111  8 15 15 15 15 166   3  44 1 1 4 4 4 8 8  36  
2005-195T19:46:52 00110  8 15 15 15 15 166   3  44 0 1 4 4 4 8 8  36  
2005-195T20:05:27 00110  8 15 15 15 15 166   3  44 0 1 4 4 4 4 8  36  
2005-195T20:05:32 00110  8 15 15 15 15 166   3  44 0 1 4 1 4 4 8  36  
2005-195T20:05:37 00110  8 15 15 15 15 166   3  44 0 1 2 1 4 4 8  36  
2005-195T20:05:42 00110  8 15 15 15 15 166   3  44 0 1 2 1 2 4 8  36  
2005-195T20:05:47 00110  8 15 15 15 15 166   3  44 0 1 2 1 2 4 1  36  
2005-195T20:06:12 00110  6  5  6  3  2 166   3  44 0 1 2 1 2 4 1  36  
2005-195T20:06:22 11111  6  5  6  3  2 166   3  44 1 1 2 1 2 4 1  36  
2005-195T20:15:45 11111  6  5  6  3  2 166   3  44 1 1 1 1 2 4 1  36  
2005-195T20:16:20 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1  36  
2005-195T20:17:27 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 258  
2005-195T22:36:27 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 189  
2005-196T09:40:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 239  
2005-196T14:30:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1  90  
2005-196T23:30:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 239  
2005-197T00:00:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 246  
2005-197T11:40:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 235  
2005-197T21:15:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 199  
2005-198T13:30:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1 249  
2005-198T14:19:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1  90  
2005-200T02:00:00 00000  5  4  5  2  1 166   3  44 0 1 1 1 2 4 1  90  
2005-200T02:00:10 00000  5  4  5  2  1 166   3   0 0 1 1 1 2 4 1  90  
2005-200T02:01:10 00000  5  4  5  2  1   0   3   0 0 1 1 1 2 4 1  90  
2005-200T02:05:10 00000  5  4  5  2  1   0   0   0 0 1 1 1 2 4 1  90  
2005-200T02:07:40 00000  5  4  5  2  1   0   0   0 0 0 1 1 2 4 1  90  
2005-200T02:07:45 00000  5  4  5  2  1   0   0   0 0 1 1 1 2 4 1  90  
2005-200T02:16:45 00000  5  4  5  2  1   0   0  44 0 1 1 1 2 4 1  90  
2005-200T02:18:55 00000  5  4  5  2  1   0   3  44 0 1 1 1 2 4 1  90  
2005-200T02:20:05 00000  5  4  5  2  1 166   3  44 0 1 1 1 2 4 1  90  
2005-200T02:28:10 11111  5  4  5  2  1 166   3  44 1 1 1 1 2 4 1  90  
