    373871 2005-182T00:03:35 2453552.502490  0.0E+00 9  1.3E-15 1  0.0E+00 1  0.0E+00 1  6.7E-07 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0781  215.96    7.65    32.84  -9.68  -7.61  -2.23   80.37   25.02 23  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373872 2005-182T00:03:37 2453552.502520  0.0E+00 9  1.2E-15 1  0.0E+00 1  0.0E+00 1  1.5E-06 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0781  215.96    7.65    32.84  -9.68  -7.61  -2.23  314.54  -37.14 23  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373873 2005-182T00:03:42 2453552.502580  0.0E+00 9  1.3E-15 1  0.0E+00 1  0.0E+00 1  8.3E-07 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0781  215.96    7.65    32.84  -9.68  -7.61  -2.23  319.92  -37.86 23  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373874 2005-182T00:03:47 2453552.502630  0.0E+00 9  1.2E-15 1  0.0E+00 1  0.0E+00 1  2.2E-06 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0781  215.96    7.65    32.84  -9.68  -7.61  -2.23  315.44  -37.35 23  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373875 2005-182T00:03:49 2453552.502660  0.0E+00 9  1.7E-15 1  0.0E+00 1  0.0E+00 1  2.5E-06 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0781  215.96    7.65    32.84  -9.68  -7.61  -2.23  321.13  -37.98 23  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373876 2005-182T00:03:55 2453552.502720  0.0E+00 9  1.7E-15 1  0.0E+00 1  0.0E+00 1  4.3E-07 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0781  215.96    7.65    32.84  -9.68  -7.61  -2.23  321.18  -38.01 23  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373877 2005-182T00:04:00 2453552.502780  0.0E+00 9  1.4E-15 1  4.8E-15 1  0.0E+00 1  7.8E-07 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0781  215.96    7.65    32.84  -9.68  -7.61  -2.23  319.96  -37.93 23  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373878 2005-182T00:11:07 2453552.507720  0.0E+00 9  1.1E-15 1  0.0E+00 1  0.0E+00 1  9.6E-06 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0781  215.98    7.65    32.86  -9.68  -7.61  -2.23  318.08  -37.73 23  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373879 2005-182T00:45:38 2453552.531690  0.0E+00 9  0.0E+00 1  0.0E+00 1  0.0E+00 1 -9.9E-99 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0781  216.10    7.65    32.94  -9.66  -7.60  -2.23  316.66  -37.55 23  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373880 2005-182T00:49:13 2453552.534180  0.0E+00 9  1.5E-15 1  0.0E+00 1  0.0E+00 1  6.7E-07 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0781  216.11    7.65    32.95  -9.66  -7.60  -2.23   80.45   24.64 54  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373881 2005-182T01:02:33 2453552.543440  0.0E+00 9  0.0E+00 1  0.0E+00 1  0.0E+00 1 -9.9E-99 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0780  216.16    7.65    32.99  -9.65  -7.59  -2.23  324.53  -38.47 54  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373882 2005-182T01:22:57 2453552.557610  0.0E+00 9  0.0E+00 1  0.0E+00 1  0.0E+00 1 -9.9E-99 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0780  216.23    7.64    33.04  -9.64  -7.58  -2.23  319.90  -38.04 54  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373883 2005-182T01:24:44 2453552.558850  0.0E+00 9  1.2E-15 1  9.1E-15 1  0.0E+00 1  6.7E-07 -1.4E-05 -9.9E-99 9  122.36   20.42 9.0780  216.24    7.64    33.04  -9.64  -7.58  -2.23  319.50  -37.90 23  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373884 2005-182T01:44:14 2453552.572390  0.0E+00 9  4.3E-15 1  0.0E+00 1  0.0E+00 1  3.2E-05 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0780  216.30    7.64    33.09  -9.63  -7.58  -2.23  324.64  -38.61 54  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
